TEAM,CONF,G,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,YEAR
Georgia,SEC,0.5161290322580645,108.7,100.1,.7213,50.9,50.7,20.1,17.9,31.6,30.1,33.6,31.5,54.5,52.1,30.1,32,70.3,-4.2,2020
Vermont,AE,0.8125,105.4,97.1,.7205,51.7,44.8,17.2,19,27.6,22.7,31.3,31.5,53.4,42.4,33,32.2,66.2,-1.8,2020
Iowa_St_,B12,0.375,109.3,100.8,.7175,49.8,51.8,18.7,20.6,29.2,31.6,28.5,28,51.3,50.5,31.6,35.9,69.8,-5.6,2020
Duquesne,A10,0.7,107.0,98.9,.7117,51.2,48,18.5,20.2,29.5,30.5,32.8,29.2,53.8,49.7,31.8,30.1,67.7,-1.7,2020
Kansas_St_,B12,0.34375,102.3,94.7,.7089,47.5,49.6,21.3,24.3,29.6,30.2,34.7,38.8,47.9,49.6,31.3,33,67,-7.3,2020
Northern_Colorado,BSky,0.7586206896551724,109.3,101.1,.7085,54.7,48.5,15.4,16.8,25,24,25.3,24.9,53.6,50.2,37.4,28.5,65,-3.7,2020
UNC_Greensboro,SC,0.7666666666666667,103.2,95.6,.7075,48.9,50.1,16.5,24.9,33.2,26.8,25,36.8,49.5,48,32.1,35.6,67.5,-2.6,2020
Loyola_Chicago,MVC,0.6774193548387096,103.8,96.3,.7035,54.9,52.2,19.4,23.6,21.3,23.6,38.9,23.5,55.3,49.8,36,36.9,65.3,-4.3,2020
DePaul,BE,0.5161290322580645,102.6,95.3,.7012,47.9,48.8,20.4,22.2,31.3,30.2,33.3,35.4,48.4,47.9,31.1,33.4,70.4,-2.6,2020
UNLV,MWC,0.53125,107.5,100.1,.6952,49.7,49.2,19.3,17.4,34,24,34.1,40.6,50.9,48.5,31.9,33.5,66.8,-5.9,2020
Boise_St_,MWC,0.6451612903225806,105.9,98.6,.6937,51.1,51.1,17.8,19.2,25.5,22.6,36,29.8,51.6,54.9,33.6,30.1,69.1,-2.4,2020
Belmont,OVC,0.8125,106.9,99.5,.6936,54.8,47.8,16,19.5,24.7,26.7,22.9,24.3,56.8,46.7,34.8,33.2,70.5,-2.2,2020
Missouri,SEC,0.4838709677419355,103.5,96.4,.6922,47,46.3,20.8,20.8,31.4,27.7,35.7,47.8,48.7,48.2,29.7,28.8,66.5,-4.6,2020
Wake_Forest,ACC,0.41935483870967744,108.8,101.6,.6875,49,49.7,19.7,15.2,28.6,26,41,35.2,47.3,49.5,35.1,33.3,70,-6,2020
Miami_FL,ACC,0.4838709677419355,107.2,100.2,.6849,48.8,50.2,17.2,17.6,26,31.9,28.1,22.9,49.5,49.8,31.7,33.9,68.2,-3.3,2020
Mississippi,SEC,0.46875,102.9,96.5,.6780,48.6,47.7,18.9,19.6,26.4,27.8,36.8,40.7,48.9,49.7,31.9,29.2,67.9,-5.5,2020
Stephen_F__Austin,Slnd,1.0,103.4,96.9,.6778,53.3,49.6,23.6,27.8,37.3,26.8,44,44.6,52.3,48.4,37.4,34.4,71.9,1.3,2020
UCF,Amer,0.5333333333333333,104.2,98.2,.6661,49.4,47.8,19.9,20.6,28.8,30.5,30.9,29.4,49.9,48,32.3,31.7,67.8,-5.3,2020
Hofstra,CAA,0.7878787878787878,108.9,102.5,.6657,51.7,50.3,16.5,19.8,29.8,29.5,34.3,20.2,49,52.8,37.4,30.7,68,-2.7,2020
Ball_St_,MAC,0.6,99.5,93.7,.6650,50.5,45.7,19.5,19.6,25.4,25.1,30.9,28.5,50.6,45,33.5,31.4,67.8,-7.4,2020
Bradley,MVC,0.696969696969697,106.6,100.5,.6636,49.5,46.4,17.2,17.9,31.5,25.9,32.3,31.2,46.6,45.6,37.1,31.7,66.9,-4.1,2020
South_Florida,Amer,0.45161290322580644,100.6,95.0,.6592,46.6,51,22.2,23.3,32.4,25.2,37.5,34.5,46.7,51.6,30.9,33.4,64.9,-7.3,2020
Indiana_St_,MVC,0.6206896551724138,105.8,100.0,.6584,51.7,50.6,16.9,19.1,23.6,25.7,32.3,33.5,49.3,52.3,37.5,31.8,66.4,-4.2,2020
Utah,P12,0.5161290322580645,106.1,100.3,.6569,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1,2020
Harvard,Ivy,0.75,104.5,98.8,.6555,51.2,47.3,19.7,17.6,30,25,32.6,31.4,52.4,45.5,32.8,33.7,68.8,-2,2020
Colorado_St_,MWC,0.6451612903225806,108.7,103.0,.6495,53.9,51.6,18.6,17.6,26.3,23.8,39.2,24.1,53,51.5,36.9,34.4,69.3,-3.3,2020
UC_Irvine,BW,0.7,104.9,99.4,.6484,51.6,44.9,20.2,16.4,34.1,25.3,28,36,50.8,40.8,35.6,35.6,67.8,-5.6,2020
Pacific,WCC,0.7419354838709677,103.5,98.2,.6471,49.5,48.1,18.2,18.1,33,21.3,34,41.6,48.9,46.3,34.1,34.3,64.8,-2.8,2020
Northwestern,B10,0.25806451612903225,105.4,100.0,.6470,46.9,49.2,15.6,15.8,22,29.3,25.8,28.6,46.9,47.9,31.2,34,66.5,-9,2020
Western_Kentucky,CUSA,0.6896551724137931,108.5,103.0,.6442,51.2,50.2,17.7,19.3,25.5,31.1,39.6,21,52,53.5,33.3,30,68.3,-3.2,2020
Virginia_Tech,ACC,0.5,103.3,98.1,.6431,50.3,48.5,14.6,17.6,21,25.5,22.9,26.1,48.1,48.6,35.2,32.2,65.4,-4.1,2020
Washington_St_,P12,0.5,102.2,97.4,.6350,45.8,49.9,17.2,20.9,27.8,26,30.7,32.3,45.5,51.2,30.9,31.5,70.6,-5.7,2020
Missouri_St_,MVC,0.48484848484848486,104.7,99.8,.6341,49.8,49.6,19.7,18.2,31.9,22.7,28.7,33.2,48.1,49,35.4,33.8,68,-9,2020
Northeastern,CAA,0.5151515151515151,105.9,101.2,.6267,54.8,51.7,17.9,19.8,24.4,24.2,25.6,30.6,54.3,53.2,37.1,32.9,66,-10.7,2020
Wright_St_,Horz,0.8333333333333334,105.0,100.4,.6247,51,46.5,16.6,18.9,31.9,29.4,37.8,27.1,49.9,47.3,35.5,30,72,-3.6,2020
Pittsburgh,ACC,0.48484848484848486,103.2,98.8,.6228,45.1,49.8,18.4,23.3,32.8,34.5,35.1,26,45.5,49,29.6,33.9,65.3,-4.8,2020
St__Bonaventure,A10,0.6333333333333333,106.6,102.2,.6208,49.1,49.3,17.4,17.7,30.9,26.6,27.2,33,48.1,49.3,34.1,32.8,65.6,-4.5,2020
Temple,Amer,0.45161290322580644,99.8,95.6,.6189,46,46.4,18.1,18.5,25.9,26.7,33.3,29.5,44.7,46.3,32.2,31,70.2,-6.5,2020
Murray_St_,OVC,0.7666666666666667,102.5,98.3,.6185,52.7,46.4,19.9,18.5,28.9,24.8,40.1,32.2,51.6,46.3,36.7,31,68.7,-4.8,2020
North_Dakota_St_,Sum,0.8064516129032258,106.0,101.6,.6183,51.9,49.2,14.7,14.6,22.4,19,33.3,26.6,51.2,49.3,35.2,32.7,65.9,-3.1,2020
Pepperdine,WCC,0.5,107.7,103.4,.6164,50,52.8,17.4,19,26.9,27.8,33,34.7,48.4,50.3,35.1,38.1,70.9,-6.2,2020
Texas_A_M,SEC,0.5333333333333333,101.2,97.4,.6089,46.4,49.2,21.3,22.4,31.3,31.8,41.1,26,48,49.2,29.4,32.7,64.4,-3.9,2020
Kent_St_,MAC,0.6666666666666666,105.9,102.0,.6077,52.3,48,18.4,19.4,30,30.4,28.9,34.4,53.4,46.7,33.7,33.5,68.7,-5.7,2020
Georgia_St_,SB,0.6333333333333333,105.1,101.4,.6037,50.3,46.9,18.9,20.8,30.9,32.9,31.3,47,48.3,48,35.8,29.9,72.9,-6.7,2020
Penn,Ivy,0.6153846153846154,103.4,99.8,.6003,52.3,47.6,17.3,16.7,22.8,28.4,24.6,25,55,45.9,32.6,34.3,70.1,-4.5,2020
South_Dakota_St_,Sum,0.7333333333333333,108.3,104.8,.5945,55.8,48.1,18.4,15.3,28.2,27.1,32.3,26,57.4,49.2,35.4,30.7,68,-4.7,2020
Abilene_Christian,Slnd,0.7407407407407407,100.8,97.9,.5834,49.6,50.4,20.6,26.1,28.8,29.5,41.1,48.9,51,52.3,31.5,30.9,68.2,-6.5,2020
UT_Arlington,SB,0.4666666666666667,101.4,98.6,.5797,47.3,46.9,16.2,17.5,26.5,29,29,35.8,48.5,48.2,30.4,29.6,67.7,-10.3,2020
Santa_Clara,WCC,0.6129032258064516,102.8,100.0,.5784,52.2,48.7,18.7,18.9,20.8,26.5,35.9,37.8,52.1,47.2,34.9,34.5,71.5,-5.2,2020
Colgate,Pat,0.7575757575757576,106.1,103.4,.5760,52.8,49.8,15.7,17.3,27.9,26.3,24.9,23.8,52.1,51.4,35.7,31.4,68.3,-4,2020
Little_Rock,SB,0.7,105.6,102.9,.5752,52.8,49,22.1,19.6,30.1,28.7,45.3,34.4,52.9,47.3,35.1,34.5,69.1,-3.7,2020
Princeton,Ivy,0.5384615384615384,106.7,104.1,.5723,53.6,52.3,18.3,17.2,24.6,24,27.8,26.5,53.8,51.9,35.5,35.4,66.2,-7.4,2020
Chattanooga,SC,0.6451612903225806,106.8,104.1,.5721,52.5,51.1,17.5,16.9,25.9,24.6,29.2,27.3,51.8,52.7,35.7,32.2,66.9,-6.5,2020
Montana,BSky,0.6206896551724138,102.5,100.0,.5707,52.3,48.7,16.9,20.5,20.1,25.4,26.1,46.3,51.4,48,36.4,33.6,68.2,-6.8,2020
FIU,CUSA,0.6551724137931034,103.8,101.3,.5682,51.7,47.9,20.4,21.3,30.2,35.5,29.3,30.5,52.1,50.6,34.1,28.6,72.2,-6.2,2020
California,P12,0.4375,101.6,99.4,.5644,46.9,49.9,19.2,17.3,25.1,26.3,36,37,45.5,47,33.5,36.3,65,-6.1,2020
Buffalo,MAC,0.6451612903225806,104.1,101.8,.5630,48.8,48.9,18.4,19,34.7,28.8,27.4,30.4,49.8,49.8,31.5,31.3,73.9,-5.7,2020
Siena,MAAC,0.6666666666666666,107.1,104.7,.5627,51.8,48.4,19.2,17.2,31.9,26,36.3,26.9,51,48.7,35.5,31.8,66.8,-5.9,2020
Marshall,CUSA,0.5483870967741935,100.9,98.8,.5610,50.2,46.3,19.3,20,27.9,32.1,28.6,37.6,51.9,44.3,31.7,33.6,74.8,-8.3,2020
Towson,CAA,0.6,106.3,104.2,.5579,48.7,48.7,18.1,15.7,32.4,26.9,34.9,31,46.9,48.5,34.8,32.7,65.1,-7,2020
Georgia_Southern,SB,0.6451612903225806,101.1,99.2,.5555,50.2,49.5,18.3,20.7,26,28.7,36.2,27.6,51.5,51.9,32.2,30.4,71.7,-6.7,2020
Ohio,MAC,0.5666666666666667,103.5,101.6,.5550,51.3,49.1,18.7,18.1,26.6,24.8,29.6,32.8,51.3,48.5,34.2,33.3,68,-8.2,2020
Eastern_Washington,BSky,0.7931034482758621,104.0,102.1,.5534,52,49.1,17.7,18.5,27.3,27,29.6,33.7,52.2,48,34.4,34.3,73.1,-2.1,2020
Wofford,SC,0.5757575757575758,104.6,102.8,.5486,53.5,51.6,17.9,17.8,25,24.5,25.7,31.8,55.4,52.8,34.3,33.3,65.5,-8.1,2020
Drake,MVC,0.625,102.7,101.0,.5483,51.7,50.1,19.2,17.9,23.5,23.3,30.4,30.5,51.3,46.3,34.9,37.2,67.7,-6.2,2020
New_Mexico,MWC,0.59375,104.3,102.9,.5390,52.2,52.7,19.5,20,27.9,30.1,37.2,24.4,54.2,53.1,32.6,34.7,71.9,-5.7,2020
North_Florida,ASun,0.6774193548387096,112.3,110.8,.5369,54.6,50.3,17.3,15.8,26.9,31.8,28.6,28.1,52.4,51.3,37.8,31.6,69.4,-5,2020
Oral_Roberts,Sum,0.6296296296296297,107.5,106.2,.5359,50.9,51.7,13.8,18.2,29,26.9,28.2,31.7,51.4,52,33.3,34.1,70.2,-7.2,2020
Vanderbilt,SEC,0.34375,104.6,103.4,.5329,50.2,52.7,18.4,19.6,25.4,29.4,41.4,36.8,50.3,52.7,33.3,35.1,69.4,-10,2020
Delaware,CAA,0.6875,106.6,105.4,.5319,54.4,49.8,18.6,16.7,23.8,26.8,32.3,29,55.4,48,35.2,35.1,68.1,-5.7,2020
Nebraska,B10,0.21875,101.5,100.5,.5284,46.8,51.5,16,18.7,22.3,33,29,21.8,46.3,52.5,31.8,33.3,73,-10.4,2020
Bowling_Green,MAC,0.7241379310344828,104.4,103.3,.5279,47.6,48.9,15.1,16.4,28.1,26.7,28.1,33.5,45.3,48.1,34.3,33.4,70,-3.9,2020
Austin_Peay,OVC,0.6774193548387096,106.9,105.9,.5271,51.3,53.1,18.4,20.6,32.9,27.9,37.3,32.5,50.4,52.3,35.3,36.4,67.6,-6,2020
Southern_Illinois,MVC,0.5161290322580645,98.2,97.3,.5259,49.5,49.1,19.4,21,20.6,29.9,33.6,25.3,48.3,49.4,34.1,32.4,64,-8.8,2020
Charlotte,CUSA,0.5517241379310345,98.8,98.0,.5232,51.6,50.4,20.6,20.3,21.5,23.7,38,27.6,51.9,52.1,34,31.9,65.4,-7,2020
Fresno_St_,MWC,0.3793103448275862,104.6,104.0,.5186,49.8,49.7,19.4,15.4,30.5,26.5,29.5,28.2,49,46.3,33.7,36.3,64.2,-11,2020
Old_Dominion,CUSA,0.40625,98.7,98.0,.5184,45.3,48.1,18.1,18.5,30.8,21.7,28.8,34,46,46,29.3,33.8,66.4,-11.4,2020
South_Alabama,SB,0.7142857142857143,104.2,103.6,.5183,51.4,51.5,18.3,20.1,25.5,29.6,40.6,26.6,52.2,50.6,33,34.9,65.4,-5.8,2020
Toledo,MAC,0.5483870967741935,106.2,105.6,.5171,50.9,48.7,17.6,16.2,27.8,27.7,36.7,26.5,47.9,46.6,36.8,34.9,67.9,-8.9,2020
Boston_College,ACC,0.40625,99.7,99.2,.5164,46.5,50.5,19.6,20.8,25.4,30.7,29.1,29.9,46.7,50.8,30.8,33.4,69.3,-7,2020
Valparaiso,MVC,0.5588235294117647,103.5,102.9,.5145,50.7,51.8,18.1,20,26.1,27.4,26.8,31.7,50.4,50.3,34,36.5,69.3,-7.5,2020
Winthrop,BSth,0.75,103.6,103.1,.5141,53,50.7,19.1,20,34.8,24.1,36.3,41.9,54.1,52,34.4,32.3,71.8,-4.9,2020
Portland_St_,BSky,0.6,108.8,108.4,.5120,49.6,52.9,17.7,20.3,35.9,34.3,30.8,32.1,49.2,53.3,33.8,34.6,71.6,-8.5,2020
Western_Carolina,SC,0.6551724137931034,106.7,106.5,.5048,54.6,50.5,19.8,16.5,28.4,25.6,38.4,31.2,54,53,36.8,31.3,71.4,-5.4,2020
College_of_Charleston,CAA,0.5666666666666667,104.2,104.4,.4939,51.1,49.1,16.3,17.7,22.7,29.3,32.3,32.5,50.3,48.7,34.9,33.2,65.8,-7.4,2020
George_Mason,A10,0.53125,101.0,101.2,.4936,47.6,49.6,20.1,18.9,33.1,27.8,34.4,30.6,48.7,50.9,30.4,31.5,66.9,-7,2020
Northern_Kentucky,Horz,0.7666666666666667,100.8,101.1,.4913,49.5,46.5,18,20.2,29.7,31.9,33.4,31,52.4,47.7,30.6,29.6,65.6,-4.3,2020
Boston_University,Pat,0.6363636363636364,102.6,103.1,.4858,51.3,49.7,16.9,17.2,29.4,25.1,27.3,26.1,53,49.9,32.2,32.8,66.3,-7.8,2020
Massachusetts,A10,0.45161290322580644,101.6,102.2,.4831,49.2,51,18.8,20.3,25.8,30.3,29.9,33.5,49.1,51.7,32.9,33,68.7,-7.2,2020
William___Mary,CAA,0.6774193548387096,103.6,104.3,.4808,53.5,49.5,18.8,14.3,24.6,23.8,30.6,26.5,54,47.4,35.2,35.6,67.6,-5.2,2020
Tulane,Amer,0.4,101.5,102.3,.4781,47.8,52.7,16.9,23,22.2,31.2,34.2,29.6,46.3,54,33.4,34,68.6,-9.2,2020
UAB,CUSA,0.6333333333333333,101.1,102.0,.4769,49.7,49.3,22.2,18.3,31.8,24.3,35.1,27,50.6,48.1,31.7,34,65.4,-7.2,2020
South_Dakota,Sum,0.6896551724137931,107.6,108.5,.4758,54.6,52.2,15.1,14.9,19.3,22.1,40.8,32.2,52.9,50.7,38.8,36.6,69.8,-7.1,2020
La_Salle,A10,0.5,99.2,100.1,.4742,48.4,48.5,20.8,20.3,28.9,28.4,33.1,40.1,46.9,50.5,33.6,30,69.1,-7.1,2020
UC_Santa_Barbara,BW,0.7241379310344828,104.8,105.8,.4727,51.1,51,18.3,19,31.3,25.7,37.2,30,51,50.6,34.2,34.5,64.4,-5.7,2020
Florida_Atlantic,CUSA,0.5862068965517241,99.9,100.9,.4723,48.5,50.5,18.8,20.7,28.7,26.9,26.9,29.3,49.1,50,31.8,34.3,68.5,-8.9,2020
Southern_Utah,BSky,0.5666666666666667,97.7,98.9,.4652,48.7,45.8,19.2,16.8,27.3,23.3,35.9,37,49.2,45.4,31.8,31.1,69.2,-9.3,2020
Nicholls_St_,Slnd,0.7777777777777778,100.0,101.2,.4647,49.5,49.8,19.3,24.8,29.4,34.1,25.8,39.7,49.1,50.8,33.4,31.8,68.8,-4.7,2020
Loyola_Marymount,WCC,0.3548387096774194,101.0,102.4,.4615,51,51.8,21.9,18.6,27.3,27.8,34.8,38.2,54.4,53.7,29.7,33.1,62.9,-11.6,2020
Sacramento_St_,BSky,0.5714285714285714,97.1,98.5,.4575,45.4,48,19.1,21.7,32.2,25.9,32.1,35.3,44.7,46.8,31.6,34.2,63.6,-9.2,2020
Northern_Illinois,MAC,0.6,99.2,100.7,.4554,47.2,47.2,18,17,30.5,24.3,27.4,32.2,45.2,48,33.7,30.8,64.8,-7.3,2020
Mercer,SC,0.5666666666666667,100.4,102.1,.4535,51,49.6,21,17.7,30.5,26.9,26.5,35.3,49.9,50.7,35.2,31.9,68.2,-9.1,2020
St__Francis_PA,NEC,0.7096774193548387,106.7,108.5,.4525,51.5,50.9,17.5,19.2,32.7,29.5,32.6,27.6,50.3,51.2,36,33.6,68.8,-5.6,2020
Illinois_Chicago,Horz,0.5294117647058824,96.6,98.3,.4508,50.8,46.1,22.5,17.7,27.7,28.2,29.4,36.6,50.8,47.9,33.8,28.8,69.2,-11.8,2020
Rice,CUSA,0.5,105.7,107.6,.4486,51.5,53,18.8,17.6,24.4,26.6,34.3,29.8,52,55.1,34,33.2,70.3,-10.6,2020
UTEP,CUSA,0.5862068965517241,96.7,98.6,.4441,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7,2020
Eastern_Michigan,MAC,0.5714285714285714,94.8,96.7,.4427,46.3,49.5,21.7,23.1,25.4,30.5,42.5,30.9,50.1,47.9,26.7,34.2,66.7,-9.2,2020
Coastal_Carolina,SB,0.5161290322580645,104.3,106.5,.4413,50.1,50,21.9,18.4,35.9,27.8,34.7,45.8,50.4,49.7,33.1,33.6,72.5,-10.7,2020
Hawaii,BW,0.5862068965517241,97.5,99.6,.4386,48.8,49.2,18.6,19.1,27.6,25.9,32.2,32.5,48.4,48,32.9,34.9,68.5,-8.1,2020
American,Pat,0.5333333333333333,100.7,103.1,.4341,51.6,49.7,17.9,19.9,26.7,29.3,28.6,36.7,51.9,50.5,34,31.9,68.6,-10.1,2020
Air_Force,MWC,0.3870967741935484,106.4,109.0,.4306,52.9,56.2,18.1,16.4,22.5,22.8,35,29.8,51,55.6,36.9,37.9,68.7,-12,2020
Radford,BSth,0.7,104.7,107.3,.4302,52.6,50.1,16.4,16.3,30.4,26.6,32.5,34.3,52.4,50.8,35.2,32.9,64.1,-6,2020
Illinois_St_,MVC,0.3333333333333333,99.0,101.8,.4217,49.9,51.5,21,19.4,25.2,27.3,25.2,31,47,51.5,35.9,34.4,68.4,-13.7,2020
Saint_Peter_s,MAAC,0.6,94.8,97.5,.4193,46,46.1,23.4,22,35.6,27.4,38,40.8,43.5,44.9,34.2,32.1,67.7,-7.7,2020
Dartmouth,Ivy,0.42857142857142855,96.5,99.4,.4168,49.8,49.3,18.9,16.8,21.2,20.9,27.4,29.7,51.6,49.6,31.3,32.5,65.5,-11.6,2020
Rider,MAAC,0.6,99.0,102.0,.4146,49.1,49.1,19.6,19.1,30.6,24,40.8,30.3,49.6,49.5,32.1,32.5,70.9,-7.5,2020
Sam_Houston_St_,Slnd,0.6666666666666666,99.9,103.1,.4104,50.7,50.5,18.8,24.3,27.3,30.8,32.1,44.7,49.8,52.2,34.8,32.1,70.9,-8.5,2020
Robert_Morris,NEC,0.6060606060606061,100.2,103.5,.4088,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,66.1,-9.2,2020
Appalachian_St_,SB,0.5806451612903226,98.3,101.5,.4080,48.4,49.8,19.5,20.3,26.9,27.7,41.2,27.3,50.3,50.6,30.2,32.4,67.2,-7.8,2020
UTSA,CUSA,0.4482758620689655,104.0,107.5,.4057,48.1,52.2,17,18.2,26.7,26.4,26.4,38,45.5,51.6,34.4,35.4,72.9,-12.2,2020
Monmouth,MAAC,0.5806451612903226,98.4,101.8,.4043,47.1,49.5,17.6,22.4,25.5,28.8,35.6,41.7,45.4,48.1,33.4,34.4,72.6,-8.2,2020
Brown,Ivy,0.5769230769230769,96.5,99.8,.4033,44.9,49.7,21.2,19.7,32.8,26.4,32.4,29.3,44.5,49.4,30.4,33.5,69.3,-6.5,2020
Cal_Baptist,WAC,0.7777777777777778,104.8,108.6,.4002,50.8,47.6,17.8,14,30.9,25.6,35.3,30.6,46.7,48.6,37.7,30.4,68.6,-6.2,2020
Seattle,WAC,0.5185185185185185,101.0,104.6,.3984,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,69.8,-10,2020
Central_Michigan,MAC,0.4827586206896552,102.0,106.0,.3919,47.5,54.5,17.7,21.1,27.5,28.9,33.7,29.2,47.7,52.1,31.4,38.9,73.6,-11,2020
Sacred_Heart,NEC,0.625,100.8,104.8,.3898,49.1,47.6,20.4,15.7,36.1,28.2,34.8,23.6,49.2,46.3,32.7,33.3,68.8,-8.7,2020
Stony_Brook,AE,0.625,95.6,99.5,.3886,47.7,46.3,20.7,18.4,28.4,27.3,33.3,27.4,45.9,43.3,33.5,33.6,69.7,-7.2,2020
Lamar,Slnd,0.5862068965517241,97.6,101.6,.3878,48,50.9,20.2,22.6,28.9,32.5,34.9,27.6,47.1,49.9,33.3,35,69.4,-10.3,2020
East_Carolina,Amer,0.3548387096774194,99.2,103.3,.3863,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12,2020
Gardner_Webb,BSth,0.5333333333333333,102.1,106.5,.3821,51.8,49.4,18.1,17.6,27.4,30,34.8,31.4,50,49.2,36.4,33.1,66.1,-11,2020
UC_Riverside,BW,0.5862068965517241,95.7,99.9,.3795,50,47.2,20.3,16.2,26.7,21.9,27.4,32.2,48.2,43.4,34.9,36.6,63.1,-10.7,2020
Miami_OH,MAC,0.43333333333333335,101.6,106.1,.3784,48.4,51.9,16.4,17.8,25.1,28.1,26.9,37,47,50.6,33.6,35.8,67.1,-12.6,2020
UMKC,WAC,0.5925925925925926,98.0,102.5,.3740,50.5,49.5,19.8,21.1,24,30,30.3,48.4,49.4,50.9,35.1,31.2,65.1,-8.7,2020
Green_Bay,Horz,0.5483870967741935,105.1,110.0,.3720,50.8,51.4,16.2,18.2,25.8,31.6,31.6,33,48.8,50.8,36.6,34.9,73.8,-10,2020
Merrimack,NEC,0.6666666666666666,93.3,97.8,.3654,48.5,48,18.6,25.9,23,34.2,25.9,37.8,47.4,48.9,33.3,30.6,63.4,-6.7,2020
Nebraska_Omaha,Sum,0.5161290322580645,102.2,107.3,.3650,49.9,52.6,17,16,27.2,26.7,27.6,29.5,49.4,51.5,34,36.1,69.2,-8.8,2020
Eastern_Illinois,OVC,0.5666666666666667,98.4,103.3,.3633,50.5,49.1,17.4,21.4,28.2,28.9,29.4,33.9,50.3,46.9,33.8,35.8,69.1,-10.5,2020
Montana_St_,BSky,0.5517241379310345,96.3,101.2,.3623,49,48.3,20.6,15.9,22.4,25,38.4,30.8,49.8,48.4,31.5,32.1,67.4,-9.7,2020
San_Diego,WCC,0.2903225806451613,93.9,98.8,.3588,45.9,50.1,20.2,17.9,24.8,27.6,31.4,31.9,45.9,51.1,30.6,31.9,70.4,-13.3,2020
George_Washington,A10,0.375,99.1,104.5,.3510,49,50.1,19.4,15.7,23,26.7,32.8,31.1,49.6,50.4,32.1,33,66.5,-12,2020
Lafayette,Pat,0.6333333333333333,99.9,105.4,.3483,52.1,48.9,17.8,14.3,23.4,27.2,23.8,22.1,53.4,49.8,33.6,31.6,66.8,-7.7,2020
Iona,MAAC,0.41379310344827586,101.5,107.2,.3481,51,49.4,20.5,18.7,25.1,31.7,33.7,34.2,51.8,46,33.3,36.3,68.5,-12.9,2020
Oakland,Horz,0.4375,99.1,104.7,.3481,48.1,49.3,19.9,17.7,28.5,30.3,37.4,26.2,50.6,49.5,29.4,32.8,66,-13,2020
Southern,SWAC,0.5666666666666667,97.0,102.5,.3466,47.9,48.7,20.3,19.7,31.6,25.3,34.5,48.8,48.3,49.1,31.3,31.8,66.6,-10.5,2020
Cal_St__Northridge,BW,0.5,107.4,113.5,.3456,51.6,54.7,16.3,17.3,25.2,32,30.4,29,49.4,52.4,37.3,38.7,70.3,-10.8,2020
Louisiana_Lafayette,SB,0.4375,100.8,106.6,.3441,48,51.6,19,18.7,28.6,29.8,34.9,32.8,47.9,52,32.1,33.9,71.7,-12.5,2020
UC_Davis,BW,0.4666666666666667,103.8,109.9,.3410,52.3,54.1,18.8,19.7,22.9,27.8,31.8,35.9,48.5,55,39.1,35,67.9,-12.8,2020
Youngstown_St_,Horz,0.5806451612903226,102.7,108.9,.3381,47.4,50.1,17.8,16.5,35.6,29.5,30,30.9,47.8,49.4,31.2,34.3,66.4,-10.1,2020
Northern_Arizona,BSky,0.5714285714285714,101.7,107.8,.3374,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,66.3,-9,2020
Drexel,CAA,0.4375,99.9,106.1,.3335,50.5,50.1,21.4,16,29.8,26.5,28.8,29.6,49,51.1,35.3,31.9,67.5,-12.9,2020
Arkansas_St_,SB,0.5333333333333333,102.2,108.7,.3302,48.9,52,19,19.9,28.9,29.1,48.1,43.1,47.8,52.6,34.1,33.8,67.1,-10,2020
Wyoming,MWC,0.28125,94.0,100.0,.3301,48,50.1,18.6,18.9,14.2,28.6,30.5,36.8,48.3,50.4,31.8,33.1,66.3,-14.9,2020
Fordham,A10,0.2903225806451613,89.1,94.8,.3288,45,47.2,18.9,21,21.4,26.3,27,33.1,43.1,48.8,31.8,30.3,64.5,-15.3,2020
North_Dakota,Sum,0.5,101.8,108.4,.3257,50.6,52.4,19,15.1,24.8,25.5,36.7,29.8,51.9,50.9,32.4,37.3,68.7,-11.4,2020
Prairie_View_A_M,SWAC,0.6333333333333333,95.2,101.6,.3210,47.4,47.8,20.2,23.7,27.9,28.1,40.5,49.2,48.1,50.6,30.3,28.7,70.6,-7.6,2020
Campbell,BSth,0.5172413793103449,97.7,104.3,.3209,52.6,49.8,19.2,19.6,21.9,27.6,25.3,40.5,53,51,34.6,31.6,65.5,-13,2020
Hartford,AE,0.5806451612903226,94.2,100.7,.3184,48.6,46,19.6,18.7,22.8,31,30.3,29.5,46.4,49.2,34.6,27.2,68.2,-10.7,2020
Louisiana_Monroe,SB,0.3333333333333333,96.4,103.0,.3181,47.7,48.3,20.5,16.8,25.6,30.5,32.2,34,46.3,48.8,33.7,31.7,64.8,-13.9,2020
